vaca_id;edad_meses;color;cachona;peso_kg;condicion_corporal;estado_salud;edad_primer_parto_meses;num_partos;intervalo_partos_meses;meses_desde_ultimo_parto;perdida_cria;produccion_leche_lt_dia;candidata_descarte;clasificacion_reproductiva
S01081;55.2;rojo;0;438.6;3.3;sana;29.5;1;13.3;2.6;0;8.9;0;Buena
S01082;134.3;blanco;1;489.1;2.6;sana;33.2;8;14.9;14.3;0;5.9;0;Regular
S01083;61.3;amarillo;0;443.2;3.3;sana;32.5;2;10.1;1.7;0;8.7;0;Excelente
S01084;169.7;rojo;0;507.5;3.4;sana;29.9;11;12.8;4.7;0;8.0;1;Buena
S01085;95.5;pardo;0;486.5;3.4;sana;36.1;4;13.2;8.2;0;7.3;0;Buena
S01086;47.5;pardo;0;443.5;3.4;sana;26.6;2;11.2;1.0;0;9.5;0;Excelente
S01087;81.2;amarillo;0;489.6;3.8;sana;27.5;5;12.3;11.7;0;9.1;0;Buena
S01088;84.9;amarillo;0;448.1;3.1;enferma;26.4;4;14.7;11.4;0;6.9;1;Regular
S01089;189.6;blanco;0;477.6;3.2;sana;33.7;11;16.0;8.2;0;6.7;1;Regular
S01090;173.1;crema;0;444.6;2.2;nuche;36.4;10;17.9;13.5;0;5.5;0;Regular
S01091;57.3;blanco;0;418.8;2.2;enferma;38.3;2;14.4;12.5;0;4.5;1;Regular
S01092;113.3;rojo;0;475.9;3.3;sana;25.3;6;15.6;0.7;0;8.4;0;Excelente
S01093;135.7;rojo;0;460.8;2.5;sana;38.0;7;14.6;0.1;0;6.6;1;Regular
S01094;133.5;negro;1;464.7;3.7;sana;28.9;8;12.5;6.1;0;8.4;0;Buena
S01095;70.2;negro;0;465.1;3.4;sana;39.2;2;13.7;10.1;0;8.7;0;Buena
S01096;183.6;negro;0;497.6;3.3;sana;32.7;11;14.9;2.1;0;7.1;1;Regular
S01097;50.3;rojo;1;428.1;3.0;sana;27.9;2;11.5;8.8;0;8.3;0;Buena
S01098;63.2;rojo;0;467.8;3.6;sana;28.2;2;12.3;7.0;0;8.4;0;Buena
S01099;161.8;pardo;0;488.6;3.0;sana;34.5;10;18.6;12.0;1;6.6;1;Mala
S01100;104.2;blanco;1;478.3;3.4;sana;33.3;6;13.4;12.8;0;7.9;0;Buena
S01101;62.4;amarillo;0;434.2;3.3;sana;37.7;2;11.8;3.8;0;9.2;0;Buena
S01102;167.8;negro;0;456.1;2.7;nuche;28.3;11;14.8;2.4;0;6.3;1;Regular
S01103;87.2;pardo;0;405.7;1.9;enferma;32.0;4;18.8;0.1;1;4.1;1;Mala
S01104;87.0;blanco;0;465.7;2.8;sana;38.6;3;12.7;12.1;0;7.4;0;Buena
S01105;40.3;blanco;0;452.1;3.5;sana;29.8;1;12.2;0.5;0;7.6;0;Buena
S01106;141.6;negro;0;435.4;1.8;nuche;31.0;8;15.9;5.7;0;6.0;0;Regular
S01107;159.0;crema;0;499.9;3.7;sana;24.6;11;13.6;7.8;0;7.9;0;Buena
S01108;89.4;pardo;0;413.6;1.7;nuche;33.1;4;18.1;17.0;1;3.3;1;Mala
S01109;66.6;rojo;0;430.7;2.9;sana;24.9;3;10;6.9;0;7.7;0;Buena
S01110;97.3;blanco;0;482.1;3.3;sana;26.5;5;13.9;1.9;0;8.8;0;Buena
S01111;53.9;rojo;1;425.7;2.8;nuche;24.7;2;17.5;7.7;1;7.5;0;Regular
S01112;69.0;rojo;1;462.6;3.0;sana;27.3;4;11.0;5.7;0;8.6;0;Buena
S01113;49.9;amarillo;0;448.5;3.3;sana;32.4;1;11.3;6.7;0;8.1;0;Buena
S01114;65.8;pardo;0;447.8;3.4;sana;30.1;2;12.5;8.9;0;7.9;0;Buena
S01115;125.9;pardo;0;470.6;3.0;sana;31.3;8;14.3;5.5;0;6.6;0;Regular
S01116;75.9;amarillo;0;471.9;3.5;sana;26.3;3;16.2;4.5;1;8.1;0;Regular
S01117;147.1;amarillo;0;488.6;3.2;sana;30.6;9;11.4;3.6;0;7.9;0;Buena
S01118;133.3;amarillo;0;447.8;3.1;nuche;24.5;9;16.6;12.8;1;6.6;0;Regular
S01119;131.9;rojo;0;479.3;3.1;sana;29.6;8;14.1;1.9;0;6.4;1;Regular
S01120;42.8;amarillo;1;436.3;3.0;sana;26.0;2;11.3;5.1;0;9.2;0;Buena
S01121;101.3;amarillo;1;460.6;2.4;sana;35.6;5;14.0;0.9;1;5.8;1;Mala
S01122;51.7;amarillo;0;439.3;3.0;sana;39.5;1;14.6;2.9;0;7.1;1;Regular
S01123;38.7;negro;0;419.3;3.2;sana;34.8;1;10.6;5.9;0;10.1;0;Buena
S01124;155.7;blanco;1;486.5;2.9;sana;39.0;8;15.4;5.4;0;7.0;1;Regular
S01125;167.5;amarillo;1;478.1;3.3;sana;30.6;11;13.8;1.6;0;8.3;0;Buena
S01126;176.7;amarillo;0;476.1;2.7;sana;27.8;11;15.0;10.6;0;5.9;1;Regular
S01127;138.8;blanco;0;475.4;2.9;sana;28.1;8;15.1;13.8;1;6.1;0;Regular
S01128;70.4;amarillo;0;463.3;3.2;sana;25.9;3;12.3;11.8;0;8.5;0;Buena
S01129;110.7;negro;1;459.4;3.0;sana;36.2;5;13.1;3.8;0;7.7;0;Buena
S01130;160.3;amarillo;0;507.8;3.3;sana;38.1;9;14.9;6.9;0;6.5;1;Regular
S01131;99.3;pardo;0;459.7;2.5;sana;34.1;5;14.2;13.8;0;6.7;0;Regular
S01132;130.7;negro;0;428.1;2.7;enferma;33.4;7;17.1;15.9;0;6.0;0;Regular
S01133;185.5;crema;0;477.1;2.9;sana;26.2;12;15.2;14.1;0;6.5;1;Regular
S01134;103.4;amarillo;1;467.3;3.4;sana;28.2;6;12.3;10.4;0;8.3;0;Buena
S01135;50.1;blanco;1;452.6;2.9;sana;38.3;1;12.5;11.3;0;8.5;0;Buena
S01136;181.3;blanco;0;481.7;3.1;sana;24.8;13;13.7;10.8;0;8.1;1;Buena
S01137;174.5;blanco;1;475.1;3.4;sana;38.3;10;14.2;13.2;0;6.7;0;Regular
S01138;134.7;rojo;0;449.2;2.0;nuche;38.8;7;18.2;11.1;1;4.6;1;Mala
S01139;46.0;amarillo;0;445.5;2.7;sana;26.3;1;12.0;6.5;0;8.0;0;Buena
S01140;157.6;rojo;0;490.2;3.4;sana;32.0;9;14.8;14.7;0;6.6;1;Regular
S01141;101.4;blanco;1;439.2;2.8;sana;27.4;5;13.1;9.9;0;7.0;0;Buena
S01142;170.5;blanco;1;496.8;3.1;sana;35.5;10;14.8;8.2;0;7.3;0;Regular
S01143;39.4;amarillo;0;452.3;3.6;sana;28.8;1;12.3;2.4;0;8.5;0;Buena
S01144;97.9;amarillo;0;463.2;3.6;sana;38.6;4;13.8;10.4;0;7.8;0;Buena
S01145;148.3;pardo;0;465.2;3.3;sana;25.6;10;10.2;8.6;0;7.1;0;Buena
S01146;181.9;negro;0;497.4;3.7;sana;36.9;12;13.2;12.3;0;8.8;0;Buena
S01147;49.9;rojo;1;430.0;2.9;sana;34.6;2;11.4;7.8;0;7.8;0;Buena
S01148;94.7;blanco;0;449.9;2.8;sana;25.3;5;16.0;3.3;1;7.3;0;Regular
S01149;55.4;negro;1;427.8;2.5;sana;24.9;2;13.4;7.1;1;5.4;1;Mala
S01150;94.0;rojo;0;488.8;3.4;sana;35.8;4;12.8;3.4;0;8.3;0;Buena
S01151;101.2;rojo;0;477.8;3.7;sana;38.3;4;13.1;10.2;0;8.3;0;Buena
S01152;168.0;rojo;0;452.1;2.5;nuche;36.5;10;18.0;6.0;1;4.7;1;Mala
S01153;143.0;blanco;1;464.1;3.0;sana;26.8;9;13.9;9.6;0;7.9;0;Buena
S01154;130.4;rojo;1;462.0;3.1;sana;35.3;8;14.5;7.7;0;6.9;1;Regular
S01155;153.1;atigrado;1;458.2;3.1;sana;32.3;9;14.6;2.5;0;6.2;1;Regular
S01156;157.0;amarillo;0;499.8;3.7;sana;39.9;9;15.2;11.1;0;7.4;1;Regular
S01157;71.2;blanco;0;449.9;3.3;sana;29.5;3;12.4;12.1;0;7.6;0;Buena
S01158;115.2;rojo;1;478.2;3.8;sana;36.0;6;12.3;0.6;0;8.0;0;Buena
S01159;92.6;blanco;0;445.9;3.1;sana;27.1;5;15.8;12.2;1;6.3;0;Regular
S01160;141.1;blanco;0;487.8;3.7;sana;31.0;8;13.9;10.3;0;8.4;0;Buena
S01161;121.5;rojo;1;477.4;3.4;sana;31.6;6;15.5;6.0;0;7.4;1;Regular
S01162;133.8;amarillo;0;485.2;3.5;sana;27.7;8;14.3;12.1;0;7.3;0;Regular
S01163;168.9;careto;0;513.6;4.1;sana;35.4;10;14.0;4.8;0;9.2;0;Buena
S01164;183.1;rojo;0;494.7;3.3;sana;27.4;11;16.0;11.3;0;7.1;0;Regular
S01165;152.4;pardo;0;493.3;3.4;sana;33.5;10;12.1;8.9;0;7.4;0;Buena
S01166;126.3;negro;1;453.2;3.0;nuche;35.0;8;15.0;7.2;0;6.9;1;Regular
S01167;94.0;amarillo;1;464.7;3.7;sana;33.6;4;13.1;10.9;0;7.8;0;Buena
S01168;72.3;negro;1;455.1;3.2;enferma;39.8;2;13.8;7.8;0;7.3;0;Buena
S01169;43.6;negro;0;446.8;3.5;sana;25.9;1;14.6;5.6;1;6.6;0;Mala
S01170;114.2;blanco;0;473.2;3.2;sana;36.8;5;14.1;5.3;0;6.6;0;Regular
S01171;72.2;negro;0;472.9;3.5;sana;34.3;3;13.5;10.1;0;7.6;0;Buena
S01172;83.6;pardo;0;466.6;3.3;sana;36.6;4;12.6;5.1;0;8.6;0;Buena
S01173;181.3;cafe;0;508.7;3.8;sana;25.2;13;11.4;4.8;0;8.6;0;Buena
S01174;177.1;rojo;1;519.8;3.8;sana;37.5;10;17.1;10.5;1;7.2;0;Regular
S01175;108.3;negro;1;472.0;3.6;sana;36.2;5;13.3;7.5;0;8.1;0;Buena
S01176;156.9;negro;0;504.3;3.1;sana;32.3;9;15.4;1.1;1;7.2;1;Regular
S01177;91.9;pardo;0;433.3;2.1;nuche;24.4;5;18.1;6.5;1;3.9;1;Mala
S01178;164.0;rojo;1;442.5;2.3;enferma;32.9;11;17.0;1.2;0;5.8;1;Regular
S01179;183.4;negro;0;497.9;3.0;sana;34.7;12;13.0;8.7;0;7.1;1;Buena
S01180;129.7;blanco;0;508.5;3.8;sana;26.8;8;12.6;10.2;0;7.6;0;Buena
S01181;148.6;rojo;1;483.9;3.1;sana;29.5;10;13.9;1.8;0;7.6;0;Buena
S01182;92.5;pardo;0;446.0;2.8;sana;35.7;5;14.5;13.8;0;6.8;1;Regular
S01183;166.5;negro;1;507.3;3.1;sana;33.0;10;14.3;7.4;0;6.6;1;Regular
S01184;142.1;blanco;1;483.9;2.9;sana;30.7;8;15.5;7.5;0;7.0;0;Regular
S01185;143.5;cafe;1;478.2;3.0;sana;39.6;7;14.7;1.3;0;7.1;0;Regular
S01186;150.6;rojo;0;483.2;2.8;sana;24.9;9;16.9;0.2;1;5.7;1;Mala
S01187;188.1;amarillo;0;478.8;3.0;sana;33.0;11;15.2;7.1;0;6.5;0;Regular
S01188;99.5;amarillo;1;411.2;2.4;enferma;36.3;4;17.5;2.5;0;5.9;0;Regular
S01189;48.7;crema;0;433.2;3.0;sana;28.1;2;10.4;1.9;0;8.8;0;Excelente
S01190;156.7;blanco;0;488.6;3.5;sana;38.1;10;14.5;4.0;0;7.3;1;Regular
S01191;65.8;negro;0;441.9;2.5;enferma;38.3;2;12.4;2.8;0;6.2;0;Buena
S01192;166.9;rojo;1;484.2;3.3;sana;29.3;10;14.3;8.9;0;7.6;1;Regular
S01193;67.7;rojo;0;456.9;3.7;sana;32.7;2;13.5;9.9;0;7.7;0;Buena
S01194;51.4;amarillo;1;451.1;3.4;sana;39.1;1;13.1;12.3;0;8.0;0;Buena
S01195;61.9;amarillo;0;459.9;3.3;sana;27.7;2;12.2;0.0;0;8.2;0;Buena
S01196;84.3;pardo;0;418.3;1.8;nuche;25.0;5;15.5;1.7;0;6.2;1;Regular
S01197;171.3;atigrado;0;492.1;3.2;sana;28.2;11;15.0;7.4;0;6.1;0;Regular
S01198;107.4;negro;0;468.7;3.4;sana;33.4;5;16.2;4.7;1;6.0;1;Mala
S01199;147.1;rojo;0;493.2;3.3;sana;28.4;10;16.0;4.5;1;7.4;0;Regular
S01200;50.4;rojo;0;433.3;3.3;nuche;33.9;2;13.2;9.1;0;7.6;0;Buena
S01201;41.1;rojo;0;400.2;2.3;nuche;24.2;2;15.7;1.2;0;6.1;1;Regular
S01202;155.9;jaspeado;0;482.6;3.6;sana;35.1;10;13.9;4.3;0;6.7;0;Buena
S01203;39.2;rojo;0;439.5;3.1;sana;37.5;1;14.7;14.5;1;6.4;1;Mala
S01204;80.0;negro;1;460.1;3.2;sana;34.0;3;12.9;4.3;0;8.0;0;Buena
S01205;124.0;blanco;0;494.3;3.0;sana;24.7;8;14.2;3.6;0;7.0;1;Regular
S01206;95.1;negro;0;439.7;3.0;sana;24.1;5;14.9;13.1;0;6.5;0;Regular
S01207;85.8;negro;1;471.7;3.6;sana;35.8;3;12.5;5.2;0;8.0;1;Buena
S01208;142.9;negro;0;487.7;3.2;sana;28.1;8;13.8;1.6;0;6.9;0;Buena
S01209;151.8;amarillo;1;496.8;3.3;sana;26.7;9;13.8;7.2;0;8.6;0;Buena
S01210;36.7;rojo;1;444.3;3.8;sana;25.8;1;10.8;9.5;0;8.2;0;Buena
S01211;61.8;blanco;0;454.8;3.2;sana;35.3;2;13.3;9.3;0;7.8;0;Buena
S01212;129.7;amarillo;0;477.2;2.7;sana;26.8;7;15.2;15.1;0;7.4;0;Regular
S01213;36.2;rojo;1;454.3;4.0;sana;26.0;1;13.0;1.2;0;10.4;0;Buena
S01214;148.6;crema;0;478.5;3.1;sana;25.1;9;12.4;8.3;0;6.9;0;Buena
S01215;133.6;atigrado;1;473.9;3.3;sana;26.4;8;15.2;1.6;1;7.5;0;Regular
S01216;152.9;negro;0;434.5;2.2;nuche;30.5;9;19.4;18.1;1;4.9;1;Mala
S01217;126.0;blanco;1;487.9;3.4;sana;34.9;7;14.8;14.5;0;7.5;0;Regular
S01218;42.3;cafe;0;431.5;3.5;enferma;27.5;1;16.7;10.4;1;7.0;1;Regular
S01219;169.8;cafe;0;511.2;3.1;sana;24.9;11;15.1;5.9;0;6.6;1;Regular
S01220;72.0;rojo;1;465.1;3.1;sana;36.9;2;13.9;0.5;1;7.8;0;Buena
S01221;83.2;blanco;0;447.5;3.6;sana;29.5;4;12.9;5.0;0;8.8;0;Buena
S01222;185.2;rojo;0;483.1;3.3;sana;38.7;11;14.0;1.4;0;8.0;0;Buena
S01223;42.1;blanco;0;451.9;3.7;sana;35.0;1;10.5;9.5;0;7.6;0;Buena
S01224;94.6;rojo;0;471.0;3.8;sana;38.2;4;12.9;11.5;0;8.0;0;Buena
S01225;73.8;cafe;0;474.4;3.6;sana;35.0;3;11.5;0.3;0;9.2;0;Excelente
S01226;155.9;rojo;0;503.4;2.9;sana;32.0;9;13.8;10.0;0;7.2;0;Buena
S01227;66.7;atigrado;0;421.3;2.8;sana;39.9;3;11.9;9.6;0;8.2;0;Buena
S01228;63.3;rojo;1;448.5;2.8;sana;24.1;3;10.2;8.3;0;8.2;0;Buena
S01229;157.1;rojo;0;488.1;3.2;sana;31.1;10;15.9;3.8;0;6.3;1;Regular
S01230;64.0;amarillo;0;485.9;4.0;sana;34.7;3;12.6;5.2;0;9.4;0;Buena
S01231;68.9;pardo;0;434.7;2.8;sana;34.5;2;14.5;7.2;0;8.4;0;Excelente
S01232;179.5;amarillo;0;517.7;3.8;sana;38.7;10;15.4;11.4;0;8.7;1;Regular
S01233;106.9;rojo;0;417.1;2.0;nuche;32.0;6;19.9;13.8;1;4.8;1;Mala
S01234;58.7;crema;0;468.1;3.4;sana;30.9;2;12.2;0.8;0;7.0;0;Buena
S01235;91.0;amarillo;0;446.4;3.3;sana;24.4;5;10;9.2;0;8.2;0;Buena
S01236;46.1;rojo;0;464.4;3.9;sana;27.1;1;12.1;9.3;0;9.2;0;Buena
S01237;142.9;negro;1;493.0;3.0;sana;25.9;9;13.2;12.0;0;7.9;0;Buena
S01238;133.2;negro;1;476.8;2.7;sana;30.0;7;14.8;2.2;0;7.4;0;Regular
S01239;70.9;blanco;0;442.6;2.8;sana;26.8;4;11.3;2.5;0;7.9;0;Buena
S01240;49.4;rojo;1;454.1;3.4;sana;38.5;1;11.1;10.7;0;7.1;0;Buena
S01241;66.8;amarillo;1;420.9;3.0;sana;30.3;2;13.1;7.3;0;7.2;0;Buena
S01242;184.4;negro;0;501.0;3.5;sana;38.8;11;14.8;6.6;0;7.7;0;Regular
S01243;184.5;atigrado;0;483.3;3.1;sana;26.6;12;18.1;10.1;1;5.2;1;Mala
S01244;161.6;atigrado;0;511.5;3.8;sana;35.7;9;17.9;6.7;1;7.8;0;Regular
S01245;133.9;blanco;0;473.0;3.2;sana;37.7;8;14.7;0.1;1;5.8;1;Mala
S01246;83.0;amarillo;0;462.3;3.9;sana;38.2;4;13.2;3.8;0;9.1;0;Buena
S01247;137.2;rojo;0;506.7;3.2;sana;31.6;8;14.2;1.0;0;7.9;1;Regular
S01248;47.9;blanco;0;433.8;3.2;sana;28.3;1;11.1;6.6;0;8.2;0;Buena
S01249;45.3;pardo;0;453.7;3.7;sana;26.7;1;13.7;1.9;0;8.1;0;Buena
S01250;67.1;rojo;0;437.0;2.6;nuche;33.9;2;14.7;7.0;0;6.2;0;Regular
S01251;71.6;pardo;0;449.5;3.5;sana;31.0;3;11.5;6.1;0;7.6;0;Buena
S01252;72.5;blanco;1;470.1;3.9;sana;33.1;3;12.8;4.9;0;8.8;0;Buena
S01253;147.7;negro;0;487.3;3.5;sana;26.3;10;13.3;10.7;0;8.7;0;Buena
S01254;159.1;rojo;1;495.4;3.8;sana;26.2;10;13.5;6.7;0;9.1;0;Buena
S01255;83.7;cafe;0;466.4;3.7;sana;38.2;3;12.9;4.6;0;7.8;1;Buena
S01256;149.8;atigrado;0;470.3;2.4;sana;39.4;8;15.9;3.5;1;6.3;1;Mala
S01257;146.7;rojo;0;490.4;4.1;sana;26.6;9;15.4;14.1;1;7.4;0;Regular
S01258;87.7;rojo;0;479.8;4.2;sana;31.0;5;12.2;9.1;0;9.3;0;Buena
S01259;174.1;blanco;0;456.9;1.5;nuche;33.4;10;19.2;4.3;1;3.2;1;Mala
S01260;117.0;blanco;0;497.9;3.6;sana;26.3;7;11.9;11.1;0;8.3;0;Buena
S01261;154.7;negro;0;465.6;2.5;sana;28.0;10;17.4;2.0;1;5.6;1;Mala
S01262;174.5;negro;1;496.4;3.0;sana;36.5;10;13.0;3.2;0;7.9;0;Buena
S01263;82.9;crema;1;455.9;3.1;sana;33.1;3;12.9;1.5;0;7.2;0;Buena
S01264;169.1;negro;0;499.7;3.0;sana;33.3;10;15.7;12.7;0;6.5;0;Regular
S01265;76.2;rojo;0;466.2;3.2;sana;29.2;3;15.4;4.6;1;7.2;1;Mala
S01266;139.3;amarillo;0;468.9;3.3;sana;31.3;9;13.3;6.0;0;7.7;0;Buena
S01267;159.4;rojo;0;478.0;3.0;sana;24.5;10;13.1;7.5;0;8.8;0;Buena
S01268;59.6;pardo;1;487.9;4.5;sana;31.8;2;11.9;10.0;0;9.3;0;Buena
S01269;164.5;cafe;1;499.4;3.7;sana;33.8;11;14.5;10.9;0;7.1;1;Regular
S01270;189.1;blanco;1;511.7;3.9;sana;26.2;12;15.1;3.3;0;8.4;1;Regular
S01271;142.6;blanco;0;476.7;3.5;sana;38.9;8;14.6;11.0;0;8.5;1;Regular
S01272;78.8;rojo;1;410.9;1.9;nuche;26.8;5;14.6;0.4;0;6.6;0;Regular
S01273;43.2;negro;0;426.2;2.5;nuche;36.8;1;14.3;2.3;0;6.8;1;Regular
S01274;171.7;amarillo;0;485.6;3.5;sana;38.7;11;12.5;11.5;0;7.5;0;Buena
S01275;76.1;amarillo;0;456.2;3.5;sana;37.8;2;14.8;2.3;1;6.6;0;Regular
S01276;170.3;amarillo;1;483.5;3.8;sana;36.8;10;13.2;3.4;0;8.5;0;Buena
S01277;110.8;blanco;0;458.0;3.2;sana;25.2;7;15.6;0.7;1;5.5;0;Regular
S01278;160.3;blanco;1;464.3;2.2;nuche;39.6;10;17.2;13.7;0;5.2;1;Regular
S01279;126.5;blanco;1;500.0;3.5;sana;33.6;7;13.9;12.6;0;7.9;0;Buena
S01280;121.9;rojo;1;444.1;2.9;sana;26.4;8;12.2;10.7;0;8.7;0;Buena
S01281;150.0;amarillo;0;464.9;3.1;sana;39.6;9;14.1;7.3;0;6.9;0;Regular
S01282;77.7;amarillo;1;430.2;2.9;nuche;33.8;3;14.3;2.7;0;5.6;0;Regular
S01283;175.2;rojo;0;498.1;3.4;sana;39.2;10;14.8;7.0;0;6.9;1;Regular
S01284;59.7;negro;0;441.5;2.8;sana;25.3;2;11.4;1.7;0;8.7;0;Excelente
S01285;183.1;blanco;1;510.3;3.6;sana;29.1;11;13.9;10.0;0;8.8;0;Buena
S01286;147.3;blanco;0;488.0;3.4;sana;30.0;9;12.3;1.2;0;8.4;0;Buena
S01287;153.1;amarillo;1;481.9;3.0;sana;37.6;8;17.2;14.3;1;6.3;1;Regular
S01288;138.1;jaspeado;0;477.6;3.2;sana;37.9;7;14.9;7.9;0;9.6;0;Excelente
S01289;188.3;blanco;0;501.1;3.4;sana;24.7;12;12.3;6.5;0;8.7;0;Buena
S01290;149.5;rojo;0;450.8;2.2;nuche;30.4;9;15.0;9.9;0;5.8;0;Regular
S01291;160.5;rojo;1;466.3;3.4;sana;35.0;10;16.6;8.1;1;7.2;0;Regular
S01292;143.8;amarillo;0;470.2;3.1;sana;26.5;9;12.4;6.5;0;7.3;0;Buena
S01293;149.2;amarillo;1;490.6;3.3;sana;30.6;9;13.8;2.7;0;8.5;0;Buena
S01294;65.0;amarillo;0;453.1;2.9;sana;37.0;3;13.1;7.2;0;7.3;0;Regular
S01295;62.3;careto;0;452.3;2.9;sana;31.2;2;13.1;11.2;0;8.4;0;Buena
S01296;171.8;negro;0;524.5;3.7;sana;38.1;11;12.8;8.1;0;7.4;0;Buena
S01297;151.5;blanco;1;496.5;3.7;sana;28.0;9;16.1;10.7;0;7.1;1;Regular
S01298;129.8;amarillo;0;461.7;2.8;sana;39.5;6;14.0;6.7;0;6.6;0;Buena
S01299;39.0;cafe;0;454.1;3.5;sana;34.4;1;10.6;9.1;0;8.7;0;Excelente
S01300;55.6;blanco;0;443.7;3.1;sana;38.7;1;11.3;2.8;0;7.4;0;Buena
S01301;149.1;amarillo;0;460.1;2.8;sana;35.2;8;14.8;9.1;0;7.6;1;Regular
S01302;105.0;rojo;0;478.5;3.8;sana;39.2;5;13.1;10.0;0;7.3;0;Buena
S01303;129.6;negro;0;494.4;4.0;sana;33.9;7;13.1;5.2;0;8.7;0;Buena
S01304;106.4;blanco;0;481.7;4.3;sana;35.0;5;12.9;7.8;0;9.0;0;Buena
S01305;73.3;pardo;0;465.8;3.2;sana;27.3;3;10;5.8;0;8.1;1;Buena
S01306;129.2;blanco;0;452.3;2.7;sana;24.2;8;16.1;0.6;1;6.2;0;Mala
S01307;38.8;negro;1;447.6;3.2;sana;29.7;1;10.4;9.1;0;7.5;0;Buena
S01308;161.5;negro;0;500.8;3.3;sana;28.2;10;13.1;0.2;0;7.8;0;Buena
S01309;38.0;amarillo;1;464.2;3.0;sana;30.2;1;12.8;2.6;0;7.0;0;Buena
S01310;51.0;rojo;0;484.1;3.8;sana;39.7;1;11.9;9.1;0;7.8;0;Buena
S01311;117.7;amarillo;0;476.5;3.8;sana;24.5;7;12.0;3.3;0;9.9;0;Buena
S01312;128.6;cafe;0;475.6;3.9;sana;29.5;7;11.8;11.1;0;9.3;0;Buena
S01313;85.8;rojo;0;447.9;3.2;nuche;26.2;4;15.9;0.1;0;7.9;0;Regular
S01314;81.4;pardo;1;467.8;3.1;sana;38.4;3;13.1;5.7;0;8.9;0;Buena
S01315;118.3;rojo;0;487.5;3.5;sana;26.2;7;14.4;8.6;0;7.4;1;Regular
S01316;64.5;amarillo;0;437.9;3.3;nuche;36.5;3;16.1;6.9;0;7.4;0;Regular
S01317;131.1;negro;0;492.1;3.7;sana;29.2;8;14.3;12.3;0;7.7;0;Regular
S01318;111.3;blanco;0;481.5;3.8;sana;38.7;5;12.7;5.8;0;9.0;0;Buena
S01319;69.1;careto;0;403.3;2.0;nuche;35.7;2;16.0;9.3;0;3.8;1;Regular
S01320;76.0;pardo;0;463.8;3.2;sana;27.7;3;15.6;1.1;1;7.2;1;Mala
S01321;128.5;rojo;0;480.8;3.3;sana;32.1;7;12.8;7.0;0;8.5;0;Buena
S01322;64.3;blanco;0;464.7;3.7;sana;35.1;2;12.6;10.2;0;8.2;0;Buena
S01323;169.0;rojo;0;521.7;3.2;sana;28.5;10;15.4;6.1;1;6.3;1;Regular
S01324;161.3;amarillo;0;487.9;3.1;sana;30.0;10;14.3;8.4;0;7.0;1;Regular
S01325;127.7;rojo;1;476.6;3.5;sana;38.5;6;13.7;8.1;0;7.8;0;Buena
S01326;136.2;rojo;0;479.7;2.7;sana;32.3;7;14.7;5.4;0;7.8;0;Regular
S01327;155.4;negro;0;491.0;3.5;sana;36.1;10;14.8;1.1;0;6.7;1;Regular
S01328;137.7;blanco;0;467.7;2.7;sana;26.2;8;14.7;13.6;1;5.9;0;Regular
S01329;76.5;rojo;1;480.4;4.1;sana;38.8;2;14.8;1.6;0;8.3;1;Regular
S01330;117.3;rojo;0;468.3;3.1;sana;36.4;6;15.4;14.6;0;7.1;0;Regular
S01331;149.6;blanco;0;438.9;2.4;enferma;35.5;8;20.2;11.2;1;5.1;1;Mala
S01332;162.8;rojo;0;467.2;1.9;sana;35.9;9;16.7;5.3;1;5.4;1;Mala
S01333;54.7;negro;0;444.3;3.2;sana;28.0;2;10.9;9.4;0;8.3;0;Buena
S01334;124.4;blanco;0;446.2;2.9;sana;25.6;7;15.9;7.3;1;6.7;0;Mala
S01335;158.4;negro;1;489.3;3.3;sana;26.2;10;15.6;5.5;1;6.1;1;Mala
S01336;87.4;rojo;0;467.6;3.9;sana;39.5;4;12.4;4.1;0;9.0;0;Buena
S01337;123.5;rojo;0;463.9;3.1;sana;30.1;8;11.9;10.8;0;8.0;1;Buena
S01338;60.4;blanco;0;465.6;3.5;sana;30.6;2;12.4;3.2;0;7.4;0;Buena
S01339;173.6;blanco;0;441.0;1.8;enferma;29.2;11;20.3;0.9;1;4.5;1;Mala
S01340;122.3;amarillo;0;483.7;3.7;sana;28.2;7;14.6;3.8;0;8.0;1;Regular
S01341;152.3;rojo;0;483.7;3.6;sana;24.3;9;13.1;11.3;0;7.6;0;Buena
S01342;177.7;negro;1;480.4;2.4;sana;37.7;10;15.1;5.3;0;6.0;0;Regular
S01343;86.6;blanco;0;462.6;3.1;sana;26.0;5;11.7;6.6;0;8.1;0;Buena
S01344;164.1;rojo;0;453.1;2.4;sana;27.2;10;14.3;2.9;0;6.5;1;Regular
S01345;114.8;blanco;1;462.2;3.2;sana;31.6;7;13.0;12.2;0;9.5;0;Excelente
S01346;100.5;amarillo;0;468.3;3.3;sana;29.6;5;13.4;11.6;0;8.3;1;Buena
S01347;136.5;negro;1;480.2;3.2;sana;28.5;9;11.9;1.2;0;9.3;0;Excelente
S01348;73.0;negro;1;477.3;3.3;sana;35.4;2;13.3;12.7;0;8.2;0;Buena
S01349;59.3;rojo;1;443.3;2.5;nuche;30.5;3;16.1;3.0;0;5.9;0;Regular
S01350;139.7;rojo;1;498.7;3.4;sana;33.9;9;12.9;0.6;0;8.2;0;Buena
S01351;136.5;amarillo;0;483.5;3.8;sana;24.5;8;12.2;0.9;0;9.0;0;Buena
